penalty_id,race_id,driver_id,penalty_type,penalty_points,description 
2793,307,293,Drive-through,8,Study attorney together forget else create.
2794,159,1223,Drive-through,10,Group evening value base forward look them.
2795,522,153,Drive-through,4,Paper accept society not plant media benefit.
2796,2012,523,Stop-and-go,2,Force entire water view police every.
2797,1466,2880,Time Penalty,1,Important very beyond join.
2798,2718,820,Drive-through,6,Teacher ever write name.
2799,1124,2114,Drive-through,3,Staff must among expect enter take mean.
2800,484,2365,Drive-through,5,Their fill similar camera at.
2801,953,2889,Time Penalty,7,Your month government.
2802,2452,2655,Time Penalty,4,Sing prepare chair two.
2803,2061,341,Drive-through,10,Similar else team protect our job.
2804,2203,1433,Stop-and-go,8,Clear least have act house.
2805,1708,670,Stop-and-go,1,Detail hour find cup center walk.
2806,2471,2067,Stop-and-go,3,Mention Mr article visit.
2807,869,2970,Drive-through,4,Month other though always.
2808,1467,257,Drive-through,1,Voice usually on first.
2809,1593,804,Drive-through,5,Pay international build pretty weight unit management.
2810,396,2079,Drive-through,10,Teach box discover natural he sometimes.
2811,2006,2644,Time Penalty,2,Camera focus speak recently necessary central memory.
2812,894,2689,Drive-through,8,Increase rich catch many or under.
2813,704,451,Stop-and-go,0,Ready three better though all other too.
2814,2426,2945,Time Penalty,1,Eye hot work record thing difficult.
2815,1701,1536,Drive-through,9,Of lay course budget official alone.
2816,954,2833,Drive-through,9,Real many yet difference land.
2817,2448,2152,Time Penalty,7,Return during hear.
2818,421,1286,Time Penalty,7,View while want range company democratic.
2819,2714,107,Time Penalty,9,Wear everybody beautiful letter central power cover money.
2820,510,946,Drive-through,0,Finally eye scientist who.
2821,2937,1154,Drive-through,0,By view so lot.
2822,2365,1574,Time Penalty,4,General look single probably ready wear.
2823,1374,603,Stop-and-go,8,Total special let not how eye.
2824,1659,1379,Time Penalty,3,Sit fill move my century even TV.
2825,834,1801,Drive-through,4,Real control bank outside knowledge and.
2826,1478,2726,Time Penalty,6,Third thing play.
2827,2587,33,Drive-through,3,Degree his these.
2828,513,654,Drive-through,1,Usually life fire here recognize.
2829,630,1949,Time Penalty,7,Responsibility base by morning do article the.
2830,2571,2464,Drive-through,6,Quite send finish.
2831,1531,2211,Time Penalty,1,Address significant to beyond happen enter bit.
2832,278,1751,Time Penalty,0,Meeting ask and PM though plant process.
2833,2079,498,Stop-and-go,2,Practice best population certain father.
2834,1678,1720,Time Penalty,7,Society certain follow alone pick.
2835,1103,1038,Time Penalty,2,Determine nor face commercial where least.
2836,2276,1099,Stop-and-go,9,Little arrive conference reason mouth.
2837,1192,2726,Stop-and-go,3,Room red agency feeling television and.
2838,2042,895,Time Penalty,10,Remain picture century various teacher.
2839,1687,641,Drive-through,4,Network economic even their son final baby.
2840,624,1608,Time Penalty,3,Probably themselves political.
2841,1452,2995,Drive-through,0,Physical beyond deal building order open despite south.
2842,806,2706,Time Penalty,8,Section debate certainly daughter age section also office.
2843,268,2465,Stop-and-go,9,Leader man five health data later position.
2844,2034,2145,Drive-through,5,Meeting her quickly house sign everybody should.
2845,2343,344,Time Penalty,3,Face will reduce.
2846,182,2011,Time Penalty,5,As American benefit after.
2847,2959,1045,Drive-through,5,Turn while mind plant.
2848,570,1789,Stop-and-go,5,Risk prepare political great weight.
2849,2073,2595,Time Penalty,2,Involve suggest agreement property after amount.
2850,1310,994,Drive-through,1,Mouth eight magazine sea he here fire chance.
2851,768,609,Time Penalty,7,Air skin sing foreign.
2852,1009,2062,Time Penalty,1,Street leader oil.
2853,892,1039,Drive-through,9,All image heavy special office.
2854,2598,1352,Time Penalty,4,News huge fine agency.
2855,2864,446,Time Penalty,7,Sport three billion modern understand spring important.
2856,2637,1719,Stop-and-go,2,Baby list technology owner.
2857,1598,873,Drive-through,1,Reality bed return government first total.
2858,1307,1957,Stop-and-go,0,Little exist suggest could join.
2859,839,2294,Time Penalty,8,Others knowledge bank walk.
2860,623,2530,Drive-through,8,Serve guess million.
2861,2142,135,Time Penalty,4,Itself believe yes century theory value.
2862,2060,155,Drive-through,2,Nature recent perhaps enjoy short attention push.
2863,2405,123,Stop-and-go,1,Significant possible vote later address.
2864,1890,2636,Stop-and-go,5,Simply concern responsibility design turn hair audience manager.
2865,2051,2539,Drive-through,1,Huge either customer along focus.
2866,2333,166,Drive-through,2,Continue board everybody ground best realize assume.
2867,117,192,Drive-through,0,Career student almost respond.
2868,2855,344,Stop-and-go,10,Professional second teach start high.
2869,1312,1032,Time Penalty,8,Type capital according where develop.
2870,1334,320,Time Penalty,9,Hair into similar sit than.
2871,2046,1817,Drive-through,2,Major soon catch herself minute pretty.
2872,2449,2280,Stop-and-go,10,Race agent blue kitchen recognize together either.
2873,2373,913,Stop-and-go,2,Future who top majority modern would.
2874,925,2801,Stop-and-go,1,Term then child agree note peace.
2875,765,528,Time Penalty,2,Nation improve pretty clearly close project international yeah.
2876,1256,822,Drive-through,7,Forward month little hope person.
2877,1093,1113,Stop-and-go,5,Good late race beautiful scene.
2878,24,203,Stop-and-go,0,Later race mind hour would my professional.
2879,1126,1931,Stop-and-go,2,Whether suddenly whose.
2880,1592,864,Stop-and-go,6,Begin agency new.
2881,2236,1957,Drive-through,5,Reduce fight far amount.
2882,2836,1203,Time Penalty,6,Republican within behavior animal station.
2883,2937,641,Stop-and-go,4,Whether with customer tell laugh reality human.
2884,1413,748,Drive-through,8,Them will leave example nice into person.
2885,2114,1651,Stop-and-go,0,Product now kind bill opportunity course voice that.
2886,811,1757,Time Penalty,2,Place age hand news value once.
2887,2094,2663,Time Penalty,8,Government exist nearly place floor difference wrong to.
2888,1860,330,Time Penalty,9,Team fly compare operation.
2889,1735,89,Drive-through,7,For just sport camera nice bad also.
2890,2571,127,Stop-and-go,8,Interest rich approach because become continue guy.
2891,2937,234,Drive-through,5,Performance interesting south rather daughter.
2892,2560,642,Stop-and-go,6,Rate place amount yes reveal tonight skin let.
2893,1724,1824,Stop-and-go,1,Born too agree fund respond road.
2894,156,1940,Stop-and-go,2,Study debate area trade laugh time.
2895,2814,752,Drive-through,8,Mean foreign wide.
2896,2402,494,Time Penalty,1,Threat out hot bed fast war player.
2897,2339,617,Stop-and-go,0,Ability south parent budget idea production.
2898,1565,1734,Stop-and-go,4,Market defense return create sell real.
2899,2663,1691,Stop-and-go,7,Market he action in impact artist.
2900,1109,2227,Time Penalty,6,Kitchen billion couple.
2901,909,426,Stop-and-go,7,Raise glass international under.
2902,44,1585,Drive-through,8,Executive trip campaign one.
2903,1777,1030,Time Penalty,6,Fine record speech check need.
2904,1021,710,Time Penalty,3,Myself term teach particularly nothing would.
2905,2203,2342,Stop-and-go,6,Say must Congress specific office.
2906,2118,2017,Drive-through,6,Situation much other part program window.
2907,2866,1003,Stop-and-go,5,Responsibility story follow protect throw.
2908,2618,1325,Stop-and-go,2,Loss people program financial somebody level opportunity.
2909,1920,1719,Stop-and-go,1,Of oil page bill natural.
2910,2505,469,Drive-through,9,Generation leader business real look run include.
2911,2559,1047,Stop-and-go,4,Chance management large box point source gas.
2912,668,2849,Drive-through,7,Trade discover child.
2913,2468,442,Stop-and-go,7,Clearly American voice significant adult.
2914,312,1686,Time Penalty,9,Study former road then idea such year.
2915,2751,425,Drive-through,3,By skin return audience pass.
2916,712,973,Stop-and-go,1,Idea true include no star event.
2917,1611,63,Drive-through,8,Military evidence itself else executive religious mission.
2918,2781,2706,Stop-and-go,10,How space often one sign.
2919,2244,1163,Drive-through,1,Himself into suddenly store.
2920,2100,629,Time Penalty,2,Community lose wind exactly whatever cell fact road.
2921,2679,759,Drive-through,1,So business full value continue.
2922,1589,1157,Stop-and-go,0,Professor world list early especially our.
2923,145,1132,Stop-and-go,3,Edge political each seek.
2924,2824,1993,Drive-through,8,Have live exist imagine within position.
2925,1802,1947,Drive-through,1,Pay condition anyone wrong.
2926,513,2295,Stop-and-go,3,Hit yes lawyer often environment rich hot.
2927,660,1408,Drive-through,0,Pick floor season option statement.
2928,2848,1804,Time Penalty,0,Total want indeed.
2929,1767,2115,Time Penalty,9,Great subject job administration.
2930,2691,187,Drive-through,7,Catch difference left assume.
2931,2639,615,Time Penalty,9,Eat tree almost.
2932,719,2646,Stop-and-go,1,Voice heart behind what consumer.
2933,775,2383,Time Penalty,3,Subject tough there finally few commercial up whose.
2934,2403,1265,Time Penalty,10,Inside security health center.
2935,1369,1758,Stop-and-go,2,Other focus set heavy time doctor eight.
2936,961,733,Time Penalty,6,Just drop others stop.
2937,2335,872,Drive-through,8,Term but history left rise real.
2938,2679,860,Stop-and-go,7,Account blood history.
2939,2550,49,Stop-and-go,1,List listen detail including cause.
2940,1531,209,Drive-through,9,Some hospital pattern analysis course prove amount.
2941,2694,854,Drive-through,0,Clear ahead chance positive decision play focus.
2942,2655,2158,Stop-and-go,6,Book parent half including actually man.
2943,2359,642,Drive-through,8,Their news process.
2944,2499,2034,Time Penalty,4,Performance learn population ever kitchen.
2945,1779,2010,Time Penalty,1,Happen it would true meet together by such.
2946,760,2764,Stop-and-go,8,Large myself police detail country gun interview.
2947,875,1423,Drive-through,4,Establish far how.
2948,2529,315,Time Penalty,4,Within compare Mr whose explain newspaper.
2949,316,211,Time Penalty,6,Daughter manager expert into author.
2950,2207,1262,Stop-and-go,4,Reveal other standard wonder hour until.
2951,2844,452,Drive-through,2,Direction rather Republican lay language.
2952,2199,2597,Stop-and-go,2,Window star agree him.
2953,2717,108,Stop-and-go,3,Stock book general though.
2954,1993,802,Time Penalty,4,Audience sing almost recognize find others television.
2955,86,1039,Drive-through,1,Perform art research short hope.
2956,1906,2286,Stop-and-go,2,Determine experience subject thought.
2957,545,1584,Time Penalty,0,Rock product child cultural they attack as stuff.
2958,1969,552,Time Penalty,5,Walk financial under range develop begin.
2959,2170,2020,Stop-and-go,5,We indeed election amount serve political president.
2960,163,2997,Time Penalty,10,Kitchen system work other government energy.
2961,1469,984,Time Penalty,2,Single concern finish during live.
2962,1507,384,Stop-and-go,8,Southern wide long cut happen.
2963,1085,2060,Time Penalty,3,Religious spend security he choose week and phone.
2964,595,2490,Stop-and-go,6,Which total clear any however although though.
2965,2975,339,Time Penalty,8,Instead stage drive effort statement effort fast window.
2966,2762,1325,Time Penalty,4,Large stand town early discover begin.
2967,2301,1293,Stop-and-go,1,Nation career wait laugh compare develop approach.
2968,308,346,Drive-through,2,Else why decide.
2969,2562,2600,Time Penalty,7,Where idea baby.
2970,1416,2415,Stop-and-go,10,Join run his yet big age.
2971,2128,1923,Stop-and-go,1,Political most happen people.
2972,1917,1724,Time Penalty,0,Listen commercial road around town.
2973,1026,273,Stop-and-go,0,Total decade focus.
2974,2727,2130,Stop-and-go,7,Scene test book red today.
2975,1856,1265,Drive-through,4,Just control network tree nothing care agency.
2976,2074,2783,Stop-and-go,10,Couple each Democrat huge difficult bit.
2977,2575,2689,Stop-and-go,8,Day kid recent black alone quite door.
2978,1958,2115,Stop-and-go,1,Wait herself much send.
2979,1522,671,Time Penalty,9,Energy six beat ever.
